ticker,t,ARR,Status,IPO Date
P0,-8,242.86,Private,Yes
P0,-4,425,Private,Yes
P1,-12,38.8,Private,Yes
P1,-11,49.8,Private,Yes
P1,-10,62.6,Private,Yes
P1,-9,79.5,Private,Yes
P1,-8,92.7,Private,Yes
P1,-7,110,Private,Yes
P1,-6,129.4,Private,Yes
P1,-5,159.1,Private,Yes
PATH,-10,100,Public,Yes
PATH,-9,134,Public,Yes
PATH,-8,169,Public,Yes
PATH,-7,204,Public,Yes
PATH,-6,242,Public,Yes
PATH,-5,283,Public,Yes
PATH,-4,351,Public,Yes
PATH,-3,398,Public,Yes
PATH,-2,453,Public,Yes
PATH,-1,518,Public,Yes
PATH,0,580,Public,Yes
